COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,95079,0,18,191319,257,5,6,unsat,very_high,actively_looking_into_it,4.42,STAY
zero,130406,0,67,421641,464,1,1,very_unsat,little,considering,5.63,LEAVE
zero,62653,185,40,168750,316,22,2,unsat,high,considering,2.74,STAY
one,56858,38,23,357855,349,3,5,very_sat,little,no,5.07,STAY
zero,138356,236,8,297638,704,28,1,sat,very_little,actively_looking_into_it,3.96,LEAVE
one,137440,67,88,399959,445,3,2,unsat,very_high,no,5.99,STAY
one,40686,45,61,161012,243,4,2,unsat,little,actively_looking_into_it,4.80,STAY
zero,133522,197,8,459029,221,26,6,sat,very_little,no,3.48,LEAVE
zero,155531,43,0,311807,711,4,9,very_unsat,little,never_thought,3.97,STAY
zero,38218,60,78,488073,230,4,1,very_unsat,very_high,actively_looking_into_it,5.09,LEAVE
zero,62537,62,23,678369,351,5,4,very_unsat,high,actively_looking_into_it,5.79,STAY
one,29712,71,0,672672,217,4,1,unsat,very_high,considering,5.44,STAY
zero,27065,0,79,188328,822,1,1,very_unsat,very_little,considering,6.32,STAY
zero,55535,53,0,573329,331,3,12,very_sat,high,no,3.21,STAY
zero,116733,0,11,315037,775,1,5,very_sat,very_little,actively_looking_into_it,4.38,LEAVE
zero,138669,74,82,374017,629,3,2,very_unsat,very_high,actively_looking_into_it,6.78,STAY
zero,146950,0,36,312216,504,1,1,sat,very_high,considering,7.92,STAY
zero,92432,0,0,731471,351,1,13,unsat,little,considering,7.76,STAY
zero,102076,198,6,713188,894,23,5,very_unsat,very_little,no,3.52,LEAVE
zero,47183,210,0,174343,233,0,12,very_unsat,very_high,considering,4.15,LEAVE
zero,140801,50,29,753889,705,3,1,unsat,little,never_thought,6.46,LEAVE
zero,87762,62,0,169891,276,4,2,very_sat,very_high,actively_looking_into_it,4.23,STAY
one,119617,79,16,971573,406,4,5,unsat,very_high,considering,2.71,LEAVE
one,61786,78,9,287197,300,1,5,avg,little,considering,5.50,LEAVE
zero,77384,59,0,877164,334,4,14,unsat,little,never_thought,4.68,STAY
zero,128228,228,42,839755,474,29,6,unsat,very_high,never_thought,2.93,STAY
zero,25868,60,12,959238,144,4,5,very_unsat,very_high,actively_looking_into_it,6.17,LEAVE
one,132759,0,88,837778,760,1,1,very_sat,little,considering,5.76,LEAVE
zero,119974,209,32,828019,604,11,4,very_unsat,very_high,actively_looking_into_it,4.80,LEAVE
zero,95020,0,0,281393,330,1,8,unsat,very_high,actively_looking_into_it,3.31,LEAVE
zero,47393,0,23,659189,195,0,5,unsat,very_little,considering,3.54,STAY
zero,32759,208,53,438929,233,22,2,very_sat,high,no,4.25,LEAVE
one,23406,67,69,758385,239,3,1,very_unsat,high,actively_looking_into_it,3.73,LEAVE
zero,104563,47,72,269829,392,3,2,very_sat,little,no,6.05,STAY
one,93125,154,54,873141,355,23,1,avg,little,actively_looking_into_it,6.12,STAY
zero,45256,0,23,467946,141,1,5,unsat,very_high,never_thought,5.46,STAY
one,30031,0,17,801857,139,1,5,very_sat,very_little,actively_looking_into_it,5.82,STAY
one,79102,63,13,803241,297,5,4,very_unsat,avg,no,5.45,STAY
one,126847,76,68,639410,658,4,1,very_unsat,little,actively_looking_into_it,5.82,LEAVE
zero,91903,81,0,855500,310,13,13,unsat,little,considering,4.91,STAY
one,129004,0,52,581295,739,1,2,unsat,very_high,considering,4.63,LEAVE
zero,76333,202,63,805602,374,29,2,very_unsat,very_high,considering,6.52,STAY
zero,46586,160,0,688687,212,27,13,avg,high,actively_looking_into_it,6.54,STAY
zero,96921,0,18,156461,281,1,4,avg,little,perhaps,3.96,LEAVE
zero,75201,66,14,981704,276,5,14,very_unsat,very_high,considering,6.29,STAY
zero,115870,0,0,846566,685,1,8,unsat,very_high,considering,3.22,STAY
one,98635,66,20,536052,380,3,5,avg,little,considering,5.64,STAY
one,128247,176,76,419069,609,18,1,unsat,avg,actively_looking_into_it,4.02,LEAVE
zero,64411,72,0,228921,753,4,15,very_unsat,high,considering,4.29,LEAVE
zero,60934,61,11,780352,326,4,4,very_unsat,very_high,considering,5.86,STAY
one,27462,56,16,430388,229,1,4,very_unsat,avg,actively_looking_into_it,4.62,STAY
zero,157102,35,12,459434,542,3,6,very_sat,little,considering,3.21,LEAVE
zero,68829,57,0,934832,282,5,12,very_sat,very_little,actively_looking_into_it,6.12,LEAVE
one,145146,0,0,560435,526,14,9,unsat,very_high,considering,2.86,LEAVE
zero,68663,0,39,773124,380,1,1,very_unsat,very_little,actively_looking_into_it,6.48,STAY
zero,122445,70,22,951499,559,5,5,very_unsat,little,considering,4.29,LEAVE
zero,98568,90,0,365367,320,4,12,very_sat,very_little,actively_looking_into_it,4.26,LEAVE
one,44890,0,14,378335,221,1,5,unsat,very_high,never_thought,3.70,STAY
zero,27460,0,12,385951,184,5,4,unsat,very_high,considering,3.84,LEAVE
one,127643,174,0,586773,816,13,10,unsat,little,never_thought,3.84,LEAVE
zero,125743,100,23,202934,431,25,6,very_unsat,very_high,considering,2.58,LEAVE
one,53096,64,0,247467,354,5,8,avg,very_high,considering,4.45,LEAVE
zero,47586,63,20,511279,141,0,6,unsat,very_high,considering,2.69,LEAVE
zero,105008,0,8,963083,417,1,6,unsat,high,actively_looking_into_it,3.64,LEAVE
zero,85001,40,0,230394,271,3,15,very_unsat,very_little,actively_looking_into_it,1.47,STAY
one,148668,190,11,174246,736,21,8,avg,little,no,4.84,LEAVE
zero,76160,66,0,541736,305,3,10,very_sat,little,considering,4.56,STAY
zero,71824,161,82,216937,688,12,2,sat,high,actively_looking_into_it,3.06,LEAVE
one,70721,61,18,344499,300,5,5,avg,little,actively_looking_into_it,4.56,STAY
one,22839,0,17,420046,216,0,4,very_sat,avg,actively_looking_into_it,4.78,STAY
one,101564,0,0,293000,846,1,10,very_unsat,very_high,actively_looking_into_it,3.83,LEAVE
zero,157120,74,57,225200,394,5,2,unsat,very_little,considering,6.69,LEAVE
one,126970,0,85,568721,818,0,1,sat,very_high,perhaps,3.99,LEAVE
one,121185,57,10,390069,678,5,5,unsat,very_high,no,5.63,STAY
one,143336,184,23,380776,450,14,4,very_unsat,little,no,3.64,LEAVE
one,43419,0,7,286728,149,1,4,very_sat,high,no,4.85,STAY
one,68848,165,0,617601,322,22,9,very_unsat,very_high,considering,7.11,STAY
zero,152337,208,0,335984,753,21,4,very_unsat,little,considering,2.89,LEAVE
zero,70904,236,9,645286,344,4,6,unsat,little,perhaps,6.72,LEAVE
zero,132782,0,78,181294,237,0,1,unsat,little,considering,6.75,LEAVE
zero,39267,50,81,926484,189,3,2,very_sat,little,no,5.64,STAY
zero,29494,218,0,758639,139,16,15,unsat,little,no,5.61,LEAVE
one,34044,172,39,891262,855,14,2,very_sat,very_little,perhaps,7.16,STAY
one,59886,0,0,290334,245,0,14,very_unsat,very_little,considering,6.30,STAY
one,110723,208,20,455951,316,26,4,avg,very_high,no,4.01,STAY
one,75342,68,0,535290,265,0,11,very_sat,little,considering,2.22,LEAVE
zero,44957,210,49,221993,244,19,2,very_unsat,little,considering,3.19,LEAVE
zero,107260,202,0,542576,821,15,11,unsat,little,considering,3.32,LEAVE
one,43999,0,29,519324,239,1,2,unsat,very_high,actively_looking_into_it,7.40,LEAVE
one,46487,0,11,252538,504,0,2,very_sat,very_little,no,2.04,LEAVE
one,60633,70,21,388684,369,5,5,unsat,very_high,no,3.35,STAY
zero,37988,33,15,249945,176,3,6,very_unsat,very_little,never_thought,3.84,STAY
zero,157123,229,85,202171,597,11,2,very_unsat,very_high,considering,5.30,STAY
one,134570,195,5,161820,380,20,6,very_unsat,high,perhaps,5.83,LEAVE
zero,26473,63,0,595560,236,4,15,very_sat,high,considering,3.91,LEAVE
one,98098,226,20,198136,250,16,4,very_sat,very_little,actively_looking_into_it,3.23,LEAVE
zero,110783,0,35,708176,704,1,1,very_unsat,very_little,actively_looking_into_it,4.97,LEAVE
one,43790,0,83,521114,239,1,2,very_sat,very_high,actively_looking_into_it,5.73,STAY
one,88525,0,18,705915,194,0,6,very_unsat,high,no,3.41,STAY
one,20971,173,76,209056,132,11,1,very_unsat,very_high,perhaps,2.85,LEAVE
zero,77292,0,57,707128,275,0,1,very_sat,very_little,perhaps,6.06,LEAVE
one,96277,153,0,380188,325,21,8,avg,very_little,perhaps,2.90,LEAVE
one,45208,0,18,272981,147,0,4,very_unsat,little,considering,4.13,LEAVE
zero,27405,59,0,577843,262,4,12,very_unsat,little,actively_looking_into_it,2.86,LEAVE
one,109949,268,16,280933,538,22,10,very_unsat,high,no,4.56,LEAVE
zero,36979,89,21,512298,632,3,6,avg,little,considering,4.07,STAY
one,32754,0,0,288270,156,1,8,very_sat,high,no,4.50,LEAVE
one,40750,77,18,724278,201,3,6,avg,avg,considering,6.95,STAY
one,156914,206,57,160082,637,11,1,very_sat,high,actively_looking_into_it,3.05,LEAVE
one,105729,0,42,534128,537,1,1,unsat,high,no,6.68,STAY
zero,27341,204,5,227717,173,27,4,very_unsat,very_little,actively_looking_into_it,3.01,LEAVE
one,150784,54,38,205095,808,5,2,very_sat,little,actively_looking_into_it,6.38,STAY
one,73576,0,49,810096,324,1,2,very_unsat,little,considering,6.16,STAY
zero,136729,0,0,959514,490,1,12,very_sat,avg,actively_looking_into_it,3.75,STAY
zero,143514,55,9,757759,666,4,5,very_unsat,little,actively_looking_into_it,1.68,LEAVE
zero,27115,60,82,241056,168,3,8,very_unsat,very_high,actively_looking_into_it,6.78,LEAVE
one,49375,0,58,488416,782,0,1,avg,very_high,no,6.15,LEAVE
one,45542,42,0,433007,135,16,13,unsat,little,actively_looking_into_it,3.87,LEAVE
one,28612,0,0,234407,180,1,10,very_unsat,very_little,never_thought,3.96,LEAVE
one,71820,47,34,741839,363,3,2,unsat,very_little,never_thought,6.65,STAY
one,148233,65,32,266115,732,4,1,very_unsat,little,never_thought,4.99,LEAVE
one,54707,176,39,461941,288,21,2,unsat,very_high,actively_looking_into_it,3.98,STAY
one,42280,0,0,366029,247,0,12,unsat,very_high,actively_looking_into_it,3.29,STAY
one,35837,262,5,530156,170,19,4,very_unsat,little,considering,4.81,STAY
zero,146202,63,5,332547,370,4,6,very_unsat,very_high,considering,5.18,STAY
zero,87209,0,0,700947,271,0,12,unsat,avg,no,6.79,STAY
zero,151610,0,24,590870,459,1,5,very_unsat,little,no,5.19,STAY
one,116021,50,74,612274,699,5,1,sat,little,no,7.01,LEAVE
one,31683,0,0,672212,200,1,5,very_sat,very_little,considering,6.64,STAY
zero,39815,0,0,830016,162,0,9,very_unsat,little,actively_looking_into_it,5.31,STAY
one,98025,84,0,553197,385,4,9,avg,very_little,no,4.64,STAY
one,138513,234,8,659204,332,11,5,unsat,little,considering,2.28,LEAVE
zero,20943,176,13,671751,193,10,4,very_unsat,very_little,perhaps,5.48,LEAVE
one,146623,0,74,193168,700,0,1,unsat,very_little,no,6.24,STAY
zero,68131,0,29,607599,371,1,1,very_unsat,little,never_thought,6.09,STAY
zero,43053,212,88,651688,157,23,14,very_unsat,little,no,7.32,STAY
zero,62321,0,0,703886,817,1,14,very_sat,high,considering,5.27,STAY
zero,59535,55,67,201458,295,5,1,very_unsat,very_high,actively_looking_into_it,7.11,STAY
zero,70991,80,0,396472,320,5,13,very_sat,very_high,actively_looking_into_it,2.78,LEAVE
one,63553,58,16,152588,371,5,1,very_sat,little,actively_looking_into_it,5.52,STAY
one,159283,239,52,510732,871,15,1,unsat,very_little,actively_looking_into_it,4.32,LEAVE
zero,109277,250,0,738989,732,26,9,very_unsat,high,never_thought,4.46,LEAVE
one,20724,0,12,498287,230,0,5,unsat,very_little,actively_looking_into_it,4.97,STAY
zero,144428,80,0,754947,750,5,15,very_sat,very_high,actively_looking_into_it,4.45,LEAVE
one,74620,0,15,177782,273,0,5,unsat,very_high,no,3.47,STAY
one,28514,75,0,285973,223,4,14,very_unsat,high,actively_looking_into_it,3.98,STAY
one,73407,67,0,223313,265,4,14,unsat,very_high,never_thought,5.03,STAY
zero,85905,191,53,215531,163,23,1,avg,high,actively_looking_into_it,2.74,LEAVE
zero,54916,267,0,347042,343,19,9,unsat,very_little,perhaps,3.37,STAY
one,152938,45,8,673074,817,4,6,avg,little,considering,4.19,LEAVE
one,90597,191,0,394946,350,29,9,unsat,little,actively_looking_into_it,2.33,STAY
one,111330,0,15,570741,654,24,5,very_unsat,very_little,no,3.66,LEAVE
one,46772,197,0,566607,198,25,13,very_unsat,little,considering,4.35,STAY
zero,138185,221,0,181892,672,22,8,very_unsat,little,considering,2.20,LEAVE
one,20853,0,85,824514,227,1,1,very_unsat,little,actively_looking_into_it,6.66,STAY
zero,110964,163,12,187139,365,11,4,unsat,very_high,no,4.62,LEAVE
zero,31174,0,0,228481,235,1,12,very_unsat,little,actively_looking_into_it,5.56,STAY
zero,26379,0,11,956942,186,1,4,unsat,very_little,considering,6.21,STAY
zero,49888,0,32,231460,230,0,1,very_sat,high,considering,5.42,STAY
zero,57988,0,47,381436,315,0,2,very_unsat,avg,considering,5.85,LEAVE
one,21899,206,0,827680,346,29,13,very_unsat,very_little,considering,5.44,STAY
one,20355,35,30,623151,223,4,1,very_sat,little,considering,6.32,STAY
one,121023,198,0,272929,438,12,9,very_unsat,little,considering,3.46,LEAVE
zero,23080,206,14,674297,242,10,1,unsat,high,actively_looking_into_it,6.76,STAY
zero,94026,72,0,675010,345,4,12,very_unsat,very_little,never_thought,7.08,STAY
zero,131006,0,0,194541,728,1,9,very_unsat,very_high,no,1.96,STAY
zero,28450,0,82,270712,172,1,1,unsat,little,considering,5.77,LEAVE
one,78084,0,0,875984,306,0,5,very_unsat,little,actively_looking_into_it,6.41,STAY
zero,122192,0,89,209246,743,21,2,avg,high,never_thought,4.49,STAY
one,94288,0,42,175713,298,0,2,very_sat,high,considering,4.11,LEAVE
zero,44648,0,47,308289,139,1,2,unsat,little,actively_looking_into_it,7.62,STAY
one,96424,0,72,169919,255,0,1,very_sat,little,considering,5.70,LEAVE
zero,136157,0,18,172170,704,1,4,sat,very_high,never_thought,3.67,STAY
zero,48947,0,0,507264,241,0,13,very_unsat,very_high,no,4.72,STAY
zero,75347,60,6,172818,340,3,5,very_sat,very_high,considering,2.91,LEAVE
zero,70713,152,42,151415,296,12,1,very_unsat,high,actively_looking_into_it,3.36,LEAVE
zero,155047,81,66,995183,670,4,2,very_unsat,very_little,considering,6.25,STAY
one,47369,0,18,533317,200,1,2,unsat,very_little,considering,3.38,STAY
zero,77696,196,0,605952,266,23,11,very_sat,little,considering,6.42,STAY
zero,77158,0,22,371824,395,1,6,very_unsat,high,considering,3.28,STAY
one,77894,0,73,915369,267,1,1,unsat,little,perhaps,6.06,LEAVE
zero,87917,191,0,430010,348,12,8,avg,avg,perhaps,3.34,LEAVE
one,107826,183,75,258440,413,27,1,very_unsat,little,never_thought,3.86,LEAVE
zero,81530,0,85,709223,381,0,2,very_unsat,very_high,considering,4.20,STAY
one,40670,0,8,493827,327,0,5,very_sat,very_high,actively_looking_into_it,3.86,STAY
zero,116877,73,32,195034,560,4,2,very_unsat,avg,considering,7.80,STAY
one,108826,71,0,414496,663,5,12,avg,little,actively_looking_into_it,3.60,STAY
one,79576,260,0,576387,250,22,5,very_unsat,very_high,considering,3.59,LEAVE
one,31329,0,29,348575,248,1,1,very_unsat,very_little,no,5.39,LEAVE
zero,66887,0,0,150852,315,1,13,very_unsat,very_high,considering,4.06,STAY
zero,64068,0,0,157504,342,0,8,very_unsat,very_little,perhaps,3.76,STAY
one,141793,0,13,402146,836,22,4,very_unsat,very_little,considering,3.56,LEAVE
one,83264,0,0,219641,175,0,12,unsat,very_little,actively_looking_into_it,4.19,STAY
zero,64768,202,20,229259,335,3,5,very_sat,little,no,3.22,STAY
one,43862,210,24,177868,180,12,6,very_unsat,very_little,considering,2.80,LEAVE
zero,117388,51,8,248669,777,5,5,very_sat,very_little,considering,2.66,STAY
one,115914,0,26,174722,480,0,1,very_sat,very_little,never_thought,6.79,LEAVE
one,23144,0,0,309089,382,1,8,very_sat,little,considering,4.28,STAY
one,54636,202,0,165335,375,14,11,very_sat,very_high,no,4.62,LEAVE
one,121687,205,64,893324,497,25,2,sat,little,no,3.96,LEAVE
one,76526,48,16,597476,257,4,4,unsat,high,no,4.57,LEAVE
one,159273,75,16,183389,331,4,6,very_unsat,very_high,no,3.52,STAY
one,80173,0,0,163301,384,1,15,unsat,little,actively_looking_into_it,3.38,LEAVE
one,34780,245,6,737914,184,14,4,unsat,little,considering,6.46,STAY
one,95208,201,0,454483,379,21,10,very_unsat,very_high,actively_looking_into_it,2.81,LEAVE
one,72534,180,42,200074,250,14,1,unsat,very_high,never_thought,3.50,LEAVE
one,87071,35,21,653069,348,5,6,very_sat,very_high,considering,5.79,STAY
zero,39669,0,21,962103,196,0,6,avg,very_high,actively_looking_into_it,7.89,STAY
one,85780,0,18,633876,329,0,6,very_sat,little,considering,7.41,STAY
one,89266,214,0,155956,360,27,13,very_unsat,little,actively_looking_into_it,2.20,LEAVE
one,44305,230,76,690429,130,20,4,very_unsat,very_little,considering,6.24,STAY
zero,47021,139,0,370021,226,12,5,unsat,little,considering,3.67,LEAVE
one,26356,242,0,623563,148,18,15,very_sat,high,considering,7.07,STAY
one,45374,182,84,503469,130,4,1,very_unsat,little,no,4.45,STAY
zero,23928,154,0,280096,175,11,10,unsat,very_little,considering,4.38,LEAVE
zero,22392,48,20,188511,231,3,6,very_sat,very_little,actively_looking_into_it,2.90,LEAVE
zero,48882,254,81,661422,148,14,1,very_unsat,little,actively_looking_into_it,5.52,STAY
one,82233,56,14,960248,250,5,6,very_sat,little,actively_looking_into_it,5.92,STAY
one,93614,215,44,706646,283,19,2,very_sat,little,considering,4.47,STAY
zero,61816,55,0,988126,315,3,11,unsat,little,considering,7.06,STAY
one,42461,192,60,545183,235,14,1,very_unsat,little,considering,2.80,LEAVE
zero,31668,0,13,558061,175,1,6,sat,very_high,actively_looking_into_it,4.06,STAY
zero,105148,43,0,729031,416,5,12,very_unsat,little,no,5.22,STAY
zero,87500,178,0,226034,413,12,12,very_sat,high,no,3.28,LEAVE
one,39138,165,0,971025,133,22,14,avg,very_little,no,6.08,STAY
zero,24948,170,60,485488,243,10,2,very_unsat,very_high,considering,4.31,LEAVE
one,144496,167,0,514954,307,1,1,very_unsat,very_high,never_thought,4.30,STAY
one,95144,48,17,807955,301,4,4,very_sat,high,no,6.75,STAY
one,113033,199,64,459960,458,20,1,unsat,high,never_thought,4.48,LEAVE
one,41810,0,85,728196,143,0,1,very_sat,very_high,actively_looking_into_it,5.55,STAY
one,93226,0,20,831218,361,1,5,very_sat,little,considering,5.50,STAY
zero,36866,65,0,911682,211,5,13,very_sat,high,no,6.28,STAY
zero,75418,0,70,898182,290,0,1,very_unsat,little,no,7.01,STAY
one,66094,239,9,831989,187,13,6,unsat,little,considering,7.15,STAY
zero,147809,44,0,620413,436,5,15,very_sat,very_high,actively_looking_into_it,3.39,LEAVE
one,26866,35,0,360086,210,5,15,very_sat,little,no,1.89,LEAVE
one,131500,0,25,960713,822,0,2,avg,very_high,never_thought,6.29,STAY
one,20806,61,24,241021,140,5,4,very_sat,little,no,3.08,LEAVE
zero,32378,0,14,177349,144,1,6,very_unsat,little,actively_looking_into_it,4.70,STAY
one,31944,233,0,206663,224,27,14,very_sat,very_high,considering,3.77,LEAVE
one,140948,88,21,234053,696,0,6,very_unsat,avg,actively_looking_into_it,4.64,STAY
one,69943,0,13,946284,390,1,6,very_sat,high,no,5.89,STAY
one,45989,273,14,887217,174,24,5,very_sat,little,considering,7.07,STAY
one,146734,0,44,296690,445,0,2,very_sat,high,considering,5.66,LEAVE
one,70813,0,40,247044,342,0,2,avg,very_high,considering,6.16,LEAVE
zero,37156,0,50,550960,155,0,1,very_unsat,very_little,considering,7.84,LEAVE
zero,25751,0,42,567805,167,1,2,very_sat,little,actively_looking_into_it,5.85,LEAVE
zero,62244,197,63,172607,356,15,2,avg,very_high,considering,2.47,LEAVE
one,61380,191,9,234950,397,20,5,very_unsat,little,considering,4.65,STAY
one,78764,60,10,670180,331,5,5,very_unsat,little,actively_looking_into_it,5.55,STAY
one,20378,0,12,257559,232,0,5,very_unsat,little,actively_looking_into_it,2.71,LEAVE
zero,113239,154,19,389981,496,25,5,very_unsat,very_high,no,2.76,LEAVE
zero,156181,48,11,496838,743,4,5,avg,very_little,never_thought,3.47,LEAVE
zero,114846,0,5,194208,441,0,1,very_unsat,little,actively_looking_into_it,5.83,STAY
zero,117717,208,11,376230,888,25,5,unsat,high,considering,3.01,LEAVE
zero,33340,180,21,739532,225,25,4,very_unsat,little,actively_looking_into_it,5.18,STAY
zero,31390,0,17,696692,165,0,10,sat,very_little,considering,7.40,STAY
zero,24065,200,0,461028,396,23,14,very_sat,little,no,4.21,LEAVE
zero,69037,207,0,456439,297,10,13,very_unsat,little,actively_looking_into_it,5.18,STAY
zero,119832,184,0,255302,265,20,13,very_unsat,very_little,considering,2.82,LEAVE
one,54781,0,7,173566,318,0,6,unsat,very_high,considering,3.79,STAY
one,103027,0,0,860800,777,1,10,very_unsat,little,considering,3.99,LEAVE
zero,75920,209,5,224567,304,29,4,very_sat,little,actively_looking_into_it,4.39,LEAVE
zero,153074,194,8,638415,644,17,6,very_unsat,high,no,5.09,STAY
one,37918,141,7,449534,228,14,4,unsat,little,actively_looking_into_it,4.08,LEAVE
